unnamed_0,company,typename,inches,screenresolution,cpu,ram,memory,gpu,opsys,weight,price
532.0,ASUS,NOTEBOOK,15.6,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 960M,WINDOWS 10,2KG,69210.72
533.0,MEDIACOM,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CELERON QUAD CORE N3450 1.1GHZ,4GB,32GB SSD,INTEL HD GRAPHICS 500,WINDOWS 10,1.2KG,19660.32
534.0,ASUS,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.3KG,87858.72
535.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,1.93KG,72940.32
536.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD,AMD RADEON 530,WINDOWS 10,2.2KG,42486.0048
537.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL PENTIUM QUAD CORE N3710 1.6GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 405,WINDOWS 10,1.86KG,21258.1872
538.0,HP,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,12GB,1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.62KG,95850.72
539.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,NVIDIA GEFORCE 940MX,WINDOWS 10,1.87KG,45767.52
540.0,DELL,ULTRABOOK,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 8550U 1.8GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.2KG,74538.72
541.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.6KG,39207.1536
542.0,HP,ULTRABOOK,13.3,IPS PANEL QUAD HD+ 3200X1800,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.34KG,61005.6
543.0,ACER,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050,LINUX,2.4KG,42517.44
544.0,ASUS,NOTEBOOK,15.6,1366X768,AMD E-SERIES 7110 1.8GHZ,4GB,500GB HDD,AMD RADEON R2 GRAPHICS,WINDOWS 10,2KG,18594.72
545.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.1KG,37589.04
546.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.87KG,41824.8
547.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 520,NO OS,2.15KG,24634.008
548.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.86KG,21152.16
549.0,LENOVO,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.99KG,92121.12
550.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.2KG,26586.72
551.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,59513.2272
552.0,DELL,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,143802.72
553.0,HP,NOTEBOOK,17.3,1600X900,INTEL CORE I3 6006U 2GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.65KG,28992.312
554.0,HP,NOTEBOOK,17.3,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.63KG,68198.4
555.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 500,LINUX,2KG,11934.72
556.0,MEDIACOM,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL ATOM X5-Z8350 1.44GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS,WINDOWS 10,1.35KG,13586.4
557.0,LENOVO,NOTEBOOK,17.3,1600X900,INTEL CORE I7 7500U 2.7GHZ,6GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,2.8KG,50562.72
558.0,HP,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,AMD A10-SERIES A10-9620P 2.5GHZ,6GB,128GB SSD,AMD RADEON 530,WINDOWS 10,1.91KG,30310.992
559.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,AMD RADEON R5 M420,WINDOWS 10,2.18KG,32921.712
560.0,ACER,2 IN 1 CONVERTIBLE,11.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CELERON DUAL CORE N3350 2.0GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.25KG,18594.72
561.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 7130U 2.7GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.05KG,33566.4
562.0,HP,ULTRABOOK,13.3,IPS PANEL QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE M 6Y75 1.2GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 515,WINDOWS 10,1.16KG,104695.2
563.0,LENOVO,NOTEBOOK,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,NVIDIA QUADRO M620M,WINDOWS 10,3.4KG,159786.72
564.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.5KG,44701.92
565.0,DELL,ULTRABOOK,13.3,IPS PANEL 4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I5 8250U 1.6GHZ,8GB,128GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.21KG,85194.72
566.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7300U 2.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.93KG,51095.52
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
568.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 505,WINDOWS 10,2.2KG,18328.32
569.0,LENOVO,NOTEBOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.02KG,52747.2
570.0,HP,WORKSTATION,17.3,1600X900,INTEL CORE I5 7440HQ 2.8GHZ,8GB,500GB HDD,NVIDIA QUADRO M1200,WINDOWS 10,3.14KG,99153.5472
571.0,HP,NOTEBOOK,14,1366X768,INTEL PENTIUM QUAD CORE N3710 1.6GHZ,8GB,2TB HDD,INTEL HD GRAPHICS 405,WINDOWS 10,1.94KG,20725.92
572.0,HP,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,AMD A9-SERIES A9-9420 3GHZ,6GB,256GB SSD,AMD RADEON 530,WINDOWS 10,1.95KG,34578.72
573.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.3KG,44222.4
574.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.05KG,36496.8
575.0,MEDIACOM,NOTEBOOK,14,FULL HD 1920X1080,INTEL ATOM X5-Z8350 1.44GHZ,4GB,32GB SSD,INTEL HD GRAPHICS,WINDOWS 10,1.4KG,13266.72
576.0,TOSHIBA,ULTRABOOK,14,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.24KG,99367.2
577.0,LENOVO,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HK 2.7GHZ,32GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.6KG,141884.64
578.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7820HK 2.9GHZ,16GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.14KG,145401.12
579.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,AMD RADEON R5 M430,LINUX,2.2KG,39907.2528
580.0,MEDIACOM,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CELERON QUAD CORE N3450 1.1GHZ,4GB,32GB SSD,INTEL HD GRAPHICS 500,WINDOWS 10,1.45KG,20725.92
581.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7300U 2.6GHZ,8GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,53733.9456
582.0,HP,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.49KG,38308.32
583.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,16GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,1.93KG,81912.1392
584.0,DELL,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,16GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.26KG,15717.6
585.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 6820HK 2.7GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 980M,WINDOWS 10,4.5KG,125154.72
586.0,HP,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,3.78KG,79813.44
587.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6600U 2.6GHZ,12GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,8.4KG,89137.44
588.0,LENOVO,NOTEBOOK,15.6,TOUCHSCREEN 1366X768,INTEL CORE I7 8550U 1.8GHZ,12GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.2KG,32447.52
589.0,ASUS,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.73KG,94305.6
590.0,ASUS,2 IN 1 CONVERTIBLE,15.6,TOUCHSCREEN 1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.2KG,39373.92
591.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,AMD A12-SERIES 9720P 3.6GHZ,12GB,512GB SSD,AMD RADEON 530,WINDOWS 10,2.2KG,50562.72
592.0,DELL,2 IN 1 CONVERTIBLE,31.6,TOUCHSCREEN 1366X768,INTEL CORE M 7Y30 1.0GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 615,WINDOWS 10,1.39KG,32127.84
593.0,SAMSUNG,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.5KG,90522.72
594.0,LENOVO,NOTEBOOK,17.3,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,NO OS,2.8KG,28185.12
595.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6100U 2.3GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.29KG,24455.52
596.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.37KG,107892.0
597.0,LENOVO,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 630,WINDOWS 10,1.7KG,78534.72
598.0,DELL,2 IN 1 CONVERTIBLE,12.5,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.34KG,88977.6
599.0,DELL,WORKSTATION,15.6,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,NVIDIA QUADRO M620,WINDOWS 10,2.06KG,93932.64
600.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.84KG,64948.32
601.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.1KG,35616.6144
602.0,ACER,NOTEBOOK,14,FULL HD 1920X1080,INTEL CELERON QUAD CORE N3450 1.1GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 500,WINDOWS 10,1.6KG,17529.12
603.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 6820HK 2.7GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 970M,WINDOWS 10,4.14KG,117162.72
604.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,AMD RADEON R5 M420,LINUX,2.18KG,24775.2
605.0,MSI,GAMING,15.6,4K ULTRA HD 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  2TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,1.8KG,122490.72
606.0,TOSHIBA,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.2KG,74538.72
607.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,6GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.4KG,30049.92
608.0,LENOVO,2 IN 1 CONVERTIBLE,15.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 630,WINDOWS 10,2KG,69210.72
609.0,ACER,NOTEBOOK,14,1366X768,INTEL PENTIUM QUAD CORE N3710 1.6GHZ,4GB,128GB FLASH STORAGE,INTEL HD GRAPHICS 405,WINDOWS 10,1.6KG,18594.72
610.0,LENOVO,NOTEBOOK,15.6,IPS PANEL 4K ULTRA HD 3840X2160,INTEL XEON E3-1535M V6 3.1GHZ,32GB,1TB SSD,NVIDIA QUADRO M2200M,WINDOWS 10,2.5KG,261018.72
611.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,1TB HDD,NVIDIA GEFORCE GTX 960<U+039C>,WINDOWS 10,2.59KG,46833.6528
612.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 520,LINUX,2.18KG,23650.992
613.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 520,LINUX,2.25KG,19127.52
614.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7300U 2.6GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,LINUX,1.93KG,46300.32
615.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,3KG,62231.04
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
617.0,HP,ULTRABOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.84KG,74005.92
618.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,2.94KG,120831.5808
619.0,ACER,2 IN 1 CONVERTIBLE,11.6,IPS PANEL TOUCHSCREEN 1366X768,INTEL CELERON QUAD CORE N3160 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.25KG,20193.12
620.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.31KG,59886.72
621.0,LENOVO,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.65KG,78055.2
622.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,4GB,1TB HDD,AMD RADEON 530,WINDOWS 10,2.2KG,41345.28
623.0,FUJITSU,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.2KG,42570.72
624.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 7,1.88KG,49656.96
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
626.0,MEDIACOM,NOTEBOOK,14,FULL HD 1920X1080,INTEL ATOM X5-Z8350 1.44GHZ,2GB,32GB FLASH STORAGE,INTEL HD GRAPHICS,WINDOWS 10,1.4KG,12733.92
627.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,NO OS,2.2KG,24935.04
628.0,ASUS,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,6GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.5KG,34046.4528
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
630.0,ASUS,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,11.1KG,101232.0
631.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.62KG,78801.12
632.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,4GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.8KG,44169.12
633.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,1TB HDD,NVIDIA GEFORCE 920MX ,WINDOWS 10,2.2KG,30849.12
634.0,ASUS,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 500,WINDOWS 10,2KG,21258.72
635.0,ASUS,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,1.99KG,48304.7136
636.0,DELL,ULTRABOOK,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.23KG,99580.32
637.0,LENOVO,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,2GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,WINDOWS 10,1.42KG,13266.72
638.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.37KG,93635.3376
639.0,DELL,NOTEBOOK,15.6,4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,16GB,1TB SSD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.06KG,127818.72
640.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050M,WINDOWS 10,2.5KG,59087.52
641.0,HP,NOTEBOOK,17,1600X900,AMD A9-SERIES 9420 3GHZ,8GB,1TB HDD,AMD RADEON R5,WINDOWS 10,2.6KG,27753.552
642.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.14KG,130536.0
643.0,ASUS,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050 TI,NO OS,2.5KG,62284.32
644.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.4KG,23976.0
645.0,LENOVO,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS,WINDOWS 10,1.43KG,14598.72
646.0,ACER,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL GRAPHICS 620,WINDOWS 10,1.8KG,48964.32
647.0,RAZER,GAMING,14,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,1.95KG,138474.72
648.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.2KG,64628.64
649.0,LENOVO,ULTRABOOK,12.5,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.36KG,84395.52
650.0,ASUS,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HK 2.7GHZ,32GB,512GB SSD,NVIDIA GEFORCE GTX 1080,WINDOWS 10,3.8KG,149130.72
651.0,ACER,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,1TB HDD,NVIDIA GEFORCE GTX 1050,LINUX,2.4KG,37775.52
652.0,DELL,ULTRABOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 8250U 1.6GHZ,8GB,256GB SSD,INTEL UHD GRAPHICS 620,WINDOWS 10,1.2KG,77250.672
653.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.2KG,63499.104
654.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,NO OS,1.86KG,19441.872
655.0,TOSHIBA,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.0KG,56689.92
656.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,8GB,256GB SSD,AMD RADEON 530,WINDOWS 10,6.2KG,48964.32
657.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 8550U 1.8GHZ,16GB,256GB SSD +  2TB HDD,AMD RADEON 530,WINDOWS 10,2.2KG,60472.8
658.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 960,WINDOWS 10,3.31KG,63722.88
659.0,DELL,GAMING,17.3,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,32GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,167691.8736
660.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6300U 2.4GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.56KG,65481.12
661.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 500,WINDOWS 10,2.2KG,22324.32
662.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.2KG,28504.8
663.0,HP,NOTEBOOK,15.6,1920X1080,INTEL CORE I3 6006U 2GHZ,6GB,1TB HDD,AMD RADEON R5 M430,WINDOWS 10,2.04KG,28717.92
664.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.7KG,79215.1056
